C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_01_521.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_01_521.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_01_521.jpg, 0, 0, 0, 7.86814E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_01_625.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_01_625.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_01_625.jpg, 0, 0, 0, 7.862901E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_01_730.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_01_730.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_01_730.jpg, 0, 0, 0, 7.792432E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_01_834.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_01_834.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_01_834.jpg, 0, 0, 0, 7.912891E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_01_934.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_01_934.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_01_934.jpg, 0, 0, 0, 7.903473E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_02_036.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_02_036.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_02_036.jpg, 0, 0, 0, 7.889912E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_02_136.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_02_136.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_02_136.jpg, 0, 0, 0, 7.930733E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_02_238.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_02_238.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_02_238.jpg, 0, 0, 0, 8.140034E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_02_341.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_02_341.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_02_341.jpg, 0, 0, 0, 7.807758E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_02_446.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_02_446.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_02_446.jpg, 0, 0, 0, 7.817374E-05
C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\center_2024_05_28_02_39_02_546.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\left_2024_05_28_02_39_02_546.jpg, C:\Users\MUHIB\Desktop\ppppp\self driving cnn\data\IMG\right_2024_05_28_02_39_02_546.jpg, 0, 0, 0, 7.881297E-05
